"","id_municipio","ano","sequencial","state","context_eventos"
"24",1301803,2016,40000004688,"AM","do interior lutar para construir quadras esportivas e locais recreativos nos bairros da cidade e comunidades da zona rural promover eventos culturais e de lazer como festival da musica crista incentivo a leitura e gincanas culturais em areas como matematica portugues"
"25",1303502,2016,40000001400,"AM","populagao cultura e lazer apoiar as festas tradicionais e culturais do municipio como o do padroeiro santo agostinho bois bumbas eventos evangelicos festas juninas aniversario da cidade rodeio entre outras criar carnaval fora de epoca que para coincidir com o aniversario"
"26",1303502,2016,40000008328,"AM","e lazer vv vv apoiar a festas tradicionais e culturais do municipio como a do padroeiro santo agostinho bois bumbas eventos e outros construir quadras poliesportivas com iluminagdo permanente para uso da populacdo apoio a campeonatos desportivos comunitdrios do municipio lluminacdo"
"27",1303502,2016,40000008845,"AM","voltado para atencdo aos povos indigenas capacitar os funciondrios municipais para que desenvolvam suas fungdes com prazer e eficiencia promover eventos esportivos em todas as modalidades com campeonatos e torneios regulares envolvendo todas as categorias inclusive o campeonato da floresta na"
"28",1303601,2012,40000007205,"AM","carente que necessita sem beneficiar nenhum grupo politico ou por amizade apoio total aos festejos do municipio e apoio aos eventos culturais na sede e em todas as comunidades rurais inclusive as modalidades esportivas com distribuicao anual de equipamentos completos para"
"29",1303601,2012,40000007205,"AM","e municipio dias das maes dias dos pais festas juninas dia da crianca dia do professor natal e ano novo eventos educacionais gincanas culturais eventos de programacao comunitaria educacao a diversidade trazida pelas novas tecnologias a informatizacao das comunicacoes e servicos"
"30",1303601,2012,40000007205,"AM","maes dias dos pais festas juninas dia da crianca dia do professor natal e ano novo eventos educacionais gincanas culturais eventos de programacao comunitaria educacao a diversidade trazida pelas novas tecnologias a informatizacao das comunicacoes e servicos os novos padroes de"
"31",1303601,2012,40000007205,"AM","material e merenda escolar e pequeno quitinete que servira de residencia ao professor remanejado dar total e irrestrito apoio aos eventos educacionais e garantir o custeio dos formandos em todos os niveis escolares como sendo maternal alfabetizacao ensino basico e medio"
"32",1303601,2012,40000007610,"AM","politica de conscientizacao do lixo domestico apoio ao servico de reciclagem do lixo acao social apoio as datas festivas e eventos comunitarios programa de cesta basica para as familias de baixa renda administracao criacao da secretaria municipal indigena criacao da secretaria"
"33",1303601,2012,40000007610,"AM","para servidores apoio juridico ao servidores municipais cultura construir um centro cultural formar gestores municipais de cultura calendario oficial de eventos criar um fundo municipal de cultura apoio aos eventos do municipio apoio a legalizacao juridica das agremiacoes realizacao de eventos"
"34",1303601,2012,40000007610,"AM","um centro cultural formar gestores municipais de cultura calendario oficial de eventos criar um fundo municipal de cultura apoio aos eventos do municipio apoio a legalizacao juridica das agremiacoes realizacao de eventos musicais resgatando os talentos da terra resgatar a historia"
"35",1303601,2012,40000007610,"AM","eventos criar um fundo municipal de cultura apoio aos eventos do municipio apoio a legalizacao juridica das agremiacoes realizacao de eventos musicais resgatando os talentos da terra resgatar a historia politica com o apoio e participacao do municipes implantacao de uma"
"36",1400209,2020,230000656131,"RR","arte e cultura nas escolas e na cidade incentivar e atuar na divulgacao dos movimentos culturais e artisticos locais promover eventos culturais de interesse coletivo identificar os movimentos culturais e artisticos na comunidade identificar imoveis de valor historico no municipio e"
"37",1400209,2020,230000656131,"RR","empresas associativas de producao de bens ou servicos propor e desenvolver parcerias com ifrr sebrae sest senat sine etc realizar eventos que promovam o municipio e potencialidades criar selos ecologicos para produtos e empresas sustentaveis propor e desenvolver parcerias com os"
"38",1400209,2020,230000789623,"RR","vagas matricula rematricula e transferencias x implantacao do sistema eja e eja tec alem de cursos profissionalizantes palestras simposios e eventos proporcionando campo de estagio aos academicos das universidades parceiras alem de buscar parcerias junto ao sistema s sesi sesc senai"
"39",1400209,2020,230000789623,"RR","recreacao e atividades culturais no sentido unico de proporcionar a divulgacao da producao local e geracao de negocios durante os eventos v criar o departamento de assistencia tecnica rural continuada com polos nas principais localidades produtivas do municipio seguranca publica a"
"40",1400209,2020,230000789623,"RR","adolescentes e jovens aos finais de semanas aproveitando os recursos disponiveis junto ao ministerio da educacao e culturas para esses eventos c treinar e capacitar a guarda municipal no sentido de alocar a forca policial para o trabalho preventivo ostensivo priorizando"
"41",1400209,2020,230000821272,"RR","religioso entre outros elaborar e organizar em conjunto com as associacoes de grupos culturais e desportivos o calendario municipal de eventos turisticos culturais e ambientais de caracarai prover junto ao governo do estado acoes coordenadas de criacao de planos de manejo"
"42",1400209,2020,230000835335,"RR","atividades agropecuarias estabelecer parcerias com sindicatos rurais e o sindicato dos trabalhadores rurais de caracarai com apoio as iniciativas e eventos criar o programa de lavoura comunitaria junto as associacoes de pequenos produtores rurais bem como a de moradores da cidade"
"43",1400209,2020,230000835335,"RR","acoes que fortalecam a agricultura familiar buscar a criacao de uma identidade agricola para o municipio a fim de criar eventos de cunho cultural comercial e turistico priorizar o zoneamento ecologico economico acelerar a regularizacao fundiaria licenciar e monitorar a utilizacao"
"44",1400209,2020,230000835335,"RR","plantio de muda de arvores nas ruas da cidade tornando a assim mais verde e arborizada fortalecer a publicidade dos eventos religiosos e pontos turisticos religiosos incentivar a capacitacao dos guias de turismo de acordo com as necessidades do setor divulgar"
"45",1400209,2020,230000835335,"RR","turisticos religiosos incentivar a capacitacao dos guias de turismo de acordo com as necessidades do setor divulgar o calendario de eventos turisticos na cidade de caracarai rr promover feiras e mostras no municipio de produtos locais para promover o artesao local"
"46",1400209,2020,230001208201,"RR","a leitura e a pesquisa inclusive com acesso a ebooks online mobiliar escola nova construidas no nosso governo realizacao de eventos culturais com objetivo de incentivar cultura no nosso municipio assim como a descoberta de valores fazer convenios com a universidade"
"47",1500107,2012,140000011201,"PA","de media complexidade protecao social especial de alta complexidade acoes cultura projetos culturais diretrizes de politica cultural valorizacao de tradicoes eventos anuais seguranca institucional gestao esporte e lazer introducao politicas publicas de esporte e lazer diretrizes acoes bibliografia saude atencao basica"
"48",1500107,2012,140000011201,"PA","setorializacao das politicas sociais fomentar e constituir espacos de participacao para que estes sejam compreendidos como processos e nao como eventos diretamente vinculados a forma de governo e de organizacao da sociedade esses espacos devem existir nos diferentes processos de planejamento"
"49",1500107,2012,140000011201,"PA","setorializacao das politicas sociais fomentar e constituir espacos de participacao para que estes sejam compreendidos como processos e nao como eventos diretamente vinculados a forma de governo e de organizacao da sociedade esses espacos devem existir nos diferentes processos de planejamento"
"50",1500107,2012,140000011201,"PA","intercultural paz liberdade e felicidade o compromisso cultural do governo do professor luiz lopes alem da garantia e manutencao dos eventos culturais de carater festivo visa resgatar as expressoes culturais artisticas em suas diver sas modalidades artes esporte saberes da terra"
"51",1500107,2012,140000011201,"PA","existentes e possibili tem o surgimento de novos para isso fortalecera a cultura local amazonica por meio da promocao de eventos de formacao em seus as pectos culturais implementara acoes nas diferentes areas culturais para demonstrar nosso valor cultural ampliara o"
"52",1500107,2012,140000011201,"PA","os grupos nela inseridos formas para levar a um maior numero de localidades tanto nas ilhas ramais e estradas os eventos cultu rais ja existentes ampliara e qualificara os eventos culturais de nossas vilas e localidades rurais e ribeirinhas visan do"
"53",1500107,2012,140000011201,"PA","maior numero de localidades tanto nas ilhas ramais e estradas os eventos cultu rais ja existentes ampliara e qualificara os eventos culturais de nossas vilas e localidades rurais e ribeirinhas visan do valorizar seu potencial turistico e ambiental retomara o debate"
"54",1500107,2012,140000011201,"PA","e de lazer no calendario anual retomara as parcerias visando a interacao de incentivo a participacao das entidades nos varios eventos culturais do municipio incentivara em forma de financiamento atividades culturais das comunidades ribeirinhas e qui lombolas eclesiais e evangelicas grupos"
"55",1500107,2012,140000011201,"PA","adequada as pessoas que dirigem se a vila balneario semana de arte e folclore de abaetetuba e um dos maiores eventos realizados em abaete tuba com o intuito de divulgar valorizar e descobrir e incentivar talentos nos diversos segmentos culturais musica"
"56",1500107,2012,140000011201,"PA","e concurso de calouros incentivo aos grupos folcloricos quadrilhas cordao de passaros e bois tiracao de reis e dancas etc eventos anuais fortalecer parcerias para divulgacao e ampliacao de eventos realizados anualmente miritifest promovido anualmente pela asamab associacao dos artesaos de"
"57",1500107,2012,140000011201,"PA","cordao de passaros e bois tiracao de reis e dancas etc eventos anuais fortalecer parcerias para divulgacao e ampliacao de eventos realizados anualmente miritifest promovido anualmente pela asamab associacao dos artesaos de miriti de abae tetuba e a miritong ong do"
"58",1500107,2012,140000011201,"PA","um site institucional da prefeitura municipal de abaetetuba criar um facebook e um twitter do governo municipal dar cobertura aos eventos do governo municipal acompanhar o prefeito para divulgar o desempenho administrativo do governo municipal fazer um trabalho de integracao entre"
"59",1500107,2012,140000011201,"PA","e pela divulgacao no site e nas redes sociais um funcionario a para as relacoes publicas responsavel pela organizacao dos eventos um secretario para auxiliar o cerimonial e fazer os recortes de clipping um publicitario para produzir campanhas publicitarias para radio"
"60",1500107,2012,140000011201,"PA","recortes de clipping um publicitario para produzir campanhas publicitarias para radio e tv um fotografo responsavel pela cobertura fotografica dos eventos e pelo tratamento das imagens um cinegrafista para a filmagem dos eventos e entrevistas agendadas um mestre de cerimonia responsavel"
"61",1500107,2012,140000011201,"PA","tv um fotografo responsavel pela cobertura fotografica dos eventos e pelo tratamento das imagens um cinegrafista para a filmagem dos eventos e entrevistas agendadas um mestre de cerimonia responsavel pelo cerimonial dos eventos um tecnico para editar em programas especificos as"
"62",1500107,2012,140000011201,"PA","das imagens um cinegrafista para a filmagem dos eventos e entrevistas agendadas um mestre de cerimonia responsavel pelo cerimonial dos eventos um tecnico para editar em programas especificos as producoes televisivas e sonoras um diagramador responsavel pela diagramacao dos impressos produzidos"
"63",1500107,2012,140000011201,"PA","com computadores mesas de trabalho maquina fotografica filmadora microfone um carro para o deslocamento logistico para garantir a presenca nos eventos da administracao municipal referencias kunsch margarida m krohling planejamento de relacoes publicas na comunicacao integrada sao paulo summus ed v"
"64",1500107,2012,140000012076,"PA","a execucao e a avaliacao de todos os projetos acao pedagogica de esporte e lazer formacao de pessoal organizacao de eventos construcao e reforma de equipamentos publicos etc deverao ser realizadas com envolvimento de todos os atores sociais do municipio para"
"65",1500107,2012,140000012076,"PA","diversas federacoes e associacoes esportivas objetivando a formacao de atletas nas diversas modalidades esportivas realizar apoio e acoes de grandes eventos esportivos e formacao de atletas articulados as federacoes ligas associacoes academias etc nas diversas modalidades esportivas construir pracas publicas para"
"66",1500107,2012,140000012076,"PA","rede de restaurantes bares e hoteis melhorar a acessibilidade ao municipio acoes estrategicas promover a captacao geracao e apoio a eventos de interesse turistico realizar estudos de interpretacao socio ambiental para turistas protecao e incentivo a propriedade imaterial com valor cultural"
"67",1500701,2012,140000000114,"PA","pol cid tica de cess cid o de equipamentos dispon cid veis na prefeitura para realiza cid cid o de eventos ou celebra cid cid es das comunidades religiosas cid apoiar e promover f cid runs debates e eventos que fomentem"
"68",1500701,2012,140000000114,"PA","o de eventos ou celebra cid cid es das comunidades religiosas cid apoiar e promover f cid runs debates e eventos que fomentem a religiosidade na cidade e na regi cid o respeitando a diversidade de orienta cid cid o religiosa"
"69",1500701,2012,140000004332,"PA","a intermunicipalizacao de quadrilhas promovendo assim o intercambio dos municipios no circuito cultural do marajo valorizando a cultura local promover eventos culturais incentivando a juventude do municipio e preservar a cultura local apoiando as mais diversas manifestacoes culturais buscando atraves do"
"70",1500701,2012,140000004332,"PA","estado e uniao parcerias para incentivar essas manifestacoes apoiar as manifestacos culturais no campo da musica e dancas folcloricas promovendo eventos e resgatar os festivais culturais incluindo o municipio no circuito cultural paraense reestruturacao da biblioteca municipal seguranca publica criacao da"
"71",1501105,2012,140000007067,"PA","balneario praia da costa em um complexo turistico com areas de hospedagem restaurantes bares estacionamento e arena de esportes e eventos obras luz rural o luz rural vai levar energia eletrica a das comunidades da zona rural de bagre a eletrificacao"
"72",1501105,2012,140000024719,"PA","desenvolver e a brigar torcedores e competicoes esportivas manifestacoes culturais e religiosas incentivar e apoiar manifestacoes culturais festas religiosas e eventos evangelicos de reconhecida tradicao e importancia no municipio plano de governo tica sena e assis n coligacao uniao do povo"
"73",1501451,2012,140000008616,"PA","preparacao de belterra com a insfra estrutura necessaria e adequada ao turismo h fortalecer com incentivos financeiros a realizacao de eventos culturais em especial a gincana cultural e os tradicionais festivais para inclusao definitiva no calendario turistico brasileiro embratur inclusive com"
"74",1501451,2012,140000008616,"PA","idade construcao de um grande centro de convivencia da melhor idade pista de caminhada sala para exercicios fisicos salao de eventos e dancas e pavilhao de ensino com salas de aula e oficinas para qualificacao profissional na area da saude saude"
"75",1501451,2012,140000008616,"PA","conscientizacao programa praca ativa compreende acoes de valorizacao aproveitamento e recuperacao de pracas parques e jardins mediante a realizacao de eventos nesses locais tais como o expresso do lazer expresso da cultura e expresso do oficio alem de obras de recuperacao"
"76",1501451,2012,140000008616,"PA","lazer o empreendimento sera construido com recursos do ministerio dos esportes ou do bndes a arena sera palco para grandes eventos esportivos alem de servir as atividades comunitarias secretaria de cultura esporte e lazer secretaria de educacao acao social e associacao"
"77",1501451,2012,140000008616,"PA","principal praca esportiva construcao do gincanodromo o gincanodromo e um projeto inovador onde sera a nossa tao sonhada praca de eventos esse projeto sera desenvolvido com recursos do ministerio da cultura e com a contrapartida da prefeitura municipal nos proximo dez"
"78",1501451,2012,140000008616,"PA","com a contrapartida da prefeitura municipal nos proximo dez anos faremos da nossa tradicional gincana de aniversario um dos principais eventos do estado do para expresso do lazer o expresso do lazer levara aos bairros em onibus adaptados diversas atividades esportivas"
"79",1501451,2012,140000008616,"PA","a preparacao de belterra com a insfra estrutura necessaria e adequada ao turismo fortalecer com incentivos financeiros a realizacao de eventos culturais em especial a gincana cultural e os tradicionais festivais para inclusao definitiva no calendario turistico brasileiro embratur inclusive com"
"80",1501451,2012,140000011450,"PA","cultura valorizar o talento local valorizar os festivais culturais das comunidades destinando verbas especificas anualmente para garantir a realizacao dos eventos criar um calendario oficial de eventos culturais de belterra com todos os festivais da sede da area da br e"
"81",1501451,2012,140000011450,"PA","os festivais culturais das comunidades destinando verbas especificas anualmente para garantir a realizacao dos eventos criar um calendario oficial de eventos culturais de belterra com todos os festivais da sede da area da br e da tapajos realizar juntamente com as"
"82",1501501,2016,140000005396,"PA","recursos para construcao de areas esportivas desenvolver projetos para as areas escolares incentivar e contribuir para a realizacao de grandes eventos benevides para voce com melo prefeito proposta de governo ampliar a integracao das atividades desportivas comunitarias com as areas da"
"83",1501501,2016,140000005396,"PA","preservacao dos conjuntos arquitetonicos historicos benevides para voce com melo prefeito proposta de governo aperfeicoar a divulgacao do calendario de eventos da cidade potencializar os eventos culturais planejamento e reforma urbana alargamento de ruas e avenidas garantias de condicoes de acessibilidade"
"84",1501501,2016,140000005396,"PA","benevides para voce com melo prefeito proposta de governo aperfeicoar a divulgacao do calendario de eventos da cidade potencializar os eventos culturais planejamento e reforma urbana alargamento de ruas e avenidas garantias de condicoes de acessibilidade urbana para pessoas com deficiencia"
"85",1501501,2016,140000022780,"PA","centro de multiplo uso em benevides saude apoiar o conselho municipal de saude capacitar os conselheiros incentivar a participacao em eventos de saude publica apoiar as iniciativas dos conselheiros dar continuidade ao convenio com a apmi para manter e melhorar a"
"86",1501501,2016,140000022780,"PA","de turismo divulgar e incentivar as visitacoes na area de preservacao ambiental continuar a realizacao da expoaveco alem de apoiar eventos como o fervo carnaval dia do agricultor e folia de reis reestruturar a agencia do trabalhador buscando vagas aos trabalhadores"
"87",1502806,2020,140000885794,"PA","alunos do ano ensino medio premiacao ao corpo docente das escolas que se destacarem incentivar a comunidade a participar de eventos unindo a comunidade a escola inplantar e incetivar o festival junino folclorico nas escolas municipais sendo assim uma forma de"
"88",1502806,2020,140000885794,"PA","centro social para entretenimento e lazer para toda a comunidade programas de incentivo as praticas de esportes e realizacao de eventos esportivos passeios ciclisticos maratonas torneios e competicoes entre escolas resgatar os festejos de manifestacoes culturais em parcerias publicas privadas manter"
"89",1502806,2020,140000885794,"PA","da cultura rural criacao do centro de tradicao cultural e do programa municipal de valorizacao dos artistas da terra incentivar eventos religiosos no municipio buscar parceria junto aos orgaos competentes para fazer tombamentos em monumentos e obras historicas do municipio construir"
"90",1502806,2020,140000995247,"PA","populacao de acordo com a portaria federal apoiar o conselho municipal de saude capacitar os conselheiros incentivar a participacao em eventos de saude publica apoiar as iniciativas dos conselheiros pagar salario aos servidores contratados manter os pagamentos dos servidores e fornecedores"
"91",1502806,2020,140000995247,"PA","a diversidade cultural possa ter livre acesso dentro de uma agenda cultural elaborada pelos representantes das culturas locais regionalizar os eventos culturais do calendario cultural municipal dando total prioridade para os grupos artistas artesaos entidades religiosas e profissionais da cultura local"
"92",1502806,2020,140000995247,"PA","culturais em diversos bairros e setores do municipio criar a casa da cultura e incentivar a cultura regional atraves de eventos como aulas de musica pintura entre outros implantar no calendario cultural do municipio a semana da cultura marajoara proporcionando aos"
"93",1502806,2020,140000995247,"PA","municipal construir um estadio municipal construir espacos para a pratica esportiva em todas as diversidades no municipio organizar administrar os eventos esportivos que acontecem em todo o municipio dentro de um padrao basico legal trazer cursos de formacao tecnica esportiva e"
"94",1502806,2020,140000995247,"PA","legal trazer cursos de formacao tecnica esportiva e suas diversidades oportunizar aos municipes o curso de arbitragem diagnosticar todos os eventos e campeonatos esportivos do municipio para estabelecer o calendario esportivo anual assegurar a construcao de academias publicas ao ar livre"
"95",1502806,2020,140001178083,"PA","a assistencia social no ppa plano plurianual pagina de proposta de governo construindo um novo tempo curralinho para acoes e eventos anuais servicos de protecao e atencao integrada a familia paif programa de apoio a crianca e ao adolescente servico de"
"96",1502806,2020,140001178083,"PA","condicionadas ao rendimento escolar daqueles que as frequentarem revitalizacao do esporte do municipio atraves da implantacao de um calendario de eventos desportivos copa curralinho de futsal copa de futebol de campo campeonato municipal de futsal e futebol de campo jogos estudantis"
"97",1502806,2020,140001178085,"PA","de curralinho criar o museu municipal de curralinho estabelecer parcerias com ongs do governo estadual e federal para realizacao de eventos culturais diversos com datas a serem estabelecidas pela secretaria de cultura criacao da escola municipal de musica mestre crispim estabelecer"
"98",1502806,2020,140001178085,"PA","de oficinas e cursos de capacitacao na area cultural revitalizar a arena mestre ze dias para que sejam realizados os eventos culturais do municipio e a divulgacao dos artistas e talentos da terra financiar dar estrutura adequada local apropriado para o"
"99",1503507,2016,140000014182,"PA","instancias deliberativas da politica cultural implantando o conselho municipal de cultura de irituia garantir acessibilidade das pessoas com deficiencias aos eventos oferecidos pela prefeitura municipal de irituia assim como bibliotecas servicos de turismos etc ofertar atividades de formacao cultural na casa"
"100",1503507,2016,140000014182,"PA","a formacao da identidade cultural de irituia construir junto a sociedade civil irituiense atraves de audiencias publicas um calendario de eventos em nosso municipio afim de programarmos melhor a participacao popular em tais eventos incentivar financeiramente os mestres do carimbo de"
"101",1503507,2016,140000014182,"PA","atraves de audiencias publicas um calendario de eventos em nosso municipio afim de programarmos melhor a participacao popular em tais eventos incentivar financeiramente os mestres do carimbo de nosso municipio para que divulguem melhor sua arte aos demais municipes incentivar financeiramente"
"102",1503606,2012,140000020232,"PA","presentes as necessidades do desenvolvimento local e regional transformar o antigo predio da prefeitura no polo cultural artistico de grandes eventos da cultura regional revitalizar o museu aracy paraguacu mantendo um dos maiores acervos historico da amazonia programacao cultural permanente e"
"103",1503606,2012,140000020232,"PA","empreendedor intensificar acoes de fiscalizacao ambiental integrada aos demais orgaos ambientais implantar sistema de controle com enfase na prevencao de eventos criticos de poluicao fixando inclusive metas de reducao criar sistema de monitoramento de areas de risco articulado com a defesa"
"104",1503606,2012,140000020232,"PA","coletividade em parceria com a administracao municipal estabelecer uma politica de cessao de equipamentos disponiveis na prefeitura para realizacao de eventos ou celebracoes da comunidade religiosa apoiar e promover foruns debates e eventos que fomentem a religiosidade na cidade e na"
"105",1503606,2012,140000020232,"PA","de equipamentos disponiveis na prefeitura para realizacao de eventos ou celebracoes da comunidade religiosa apoiar e promover foruns debates e eventos que fomentem a religiosidade na cidade e na regiao respeitando a diversidade de orientacao religiosa e a separacao igreja estado"
"106",1504422,2020,140000833576,"PA","temas tais como o risco do envolvimento com o crime a desglamurizacao da violencia utilizando estrategias modernas e inovadoras como eventos debates shows atividades em parques etc aproximar o jovem da policia do guarda municipal e do bom exemplo de cidadao"
"107",1504422,2020,140000833576,"PA","e seu relacionamento com o poder municipal e com a propria cidade suas belezas espacos e organizacao social bairros conectados eventos e atracoes na palma da mao liberdade e de transparencia iss tecnologico ampliado precisamos e vamos melhorar os projetos de"
"108",1504422,2020,140000833576,"PA","tradicionais festas religiosas e culturais em todos os bairros da zona urbana e rural implantar um calendario de festa e eventos para populacao e turistas carnaval show da pascoa festa junina festa da padroeira torneio leiteiro torneio de futebol show do"
"109",1504422,2020,140001206489,"PA","do efetivo tendo como objetivo a educacao no transito ante de acoes mais repressivas cultura lazer e esporte calendario de eventos realizar eventos nas datas simbolicas para o municipio como o aniversario do municipio priorizando a contratacao de artistas locais apoio"
"110",1504422,2020,140001206489,"PA","tendo como objetivo a educacao no transito ante de acoes mais repressivas cultura lazer e esporte calendario de eventos realizar eventos nas datas simbolicas para o municipio como o aniversario do municipio priorizando a contratacao de artistas locais apoio ao esporte"
"111",1504901,2012,140000005701,"PA","em muana construcao de uma concha acustica com anfiteatro ao ar livre em praca publica construcao de um palco para eventos culturais na praca dos quiosques criacao do fundo municipal da cultura criacao e implantacao da lei municipal de incentivo fiscal"
"112",1504901,2012,140000005701,"PA","de um complexo para lazer da populacao nos bairros do bacabal e da rua nova promocao incentivo e apoio a eventos e acoes desportivas nos distritos vilas e comunidades rurais do municipio incentivo e apoio a competicoes esportivas em todo o"
"113",1504901,2012,140000005701,"PA","tecnica aos produtores rurais turismo valorizacao e resgate da historia e da cultura do municipio elaboracao do calendario oficial dos eventos culturais do municipio alem da inclusao deste calendario na grade oficial de eventos da secretaria de estado de turismo paratur"
"114",1504901,2012,140000005701,"PA","do municipio elaboracao do calendario oficial dos eventos culturais do municipio alem da inclusao deste calendario na grade oficial de eventos da secretaria de estado de turismo paratur divulgacao das potencialidades turisticas do municipio execucao de projetos em parceria com os"
